POSTCODE	POSTCODE_EIND	AANSLUITINGEN_AANTAL	PRODUCTSOORT	SJA_TOTAAL	SJA_GEMIDDELD	POSTCODE_AANTAL
6991GC	6991GC	18	GAS	23181	1287,83	1
6991GD	6991GD	12	ELK	117629	9802,42	1
6991GD	6991GD	10	GAS	18975	1897,50	1
6991GE	6991GE	15	ELK	43423	2894,87	1
6991GE	6991GE	14	GAS	26770	1912,14	1
6991GG	6991GG	25	ELK	117604	4704,16	1
6991GG	6991GG	24	GAS	31008	1292,00	1
6991GH	6991GH	22	ELK	42244	1920,18	1
6991GH	6991GH	20	GAS	30866	1543,30	1
6991GJ	6991GJ	15	ELK	55617	3707,80	1
6991GJ	6991GJ	16	GAS	19879	1242,44	1
6991GK	6991GL	22	ELK	82185	3735,68	2
6991GK	6991GL	22	GAS	29513	1341,50	2
6991GM	6991GM	18	ELK	67784	3765,78	1
6991GM	6991GM	18	GAS	26116	1450,89	1
6991GN	6991GP	23	ELK	131282	5707,91	2
6991GN	6991GP	23	GAS	45663	1985,35	2
6991GR	6991GS	24	ELK	41576	1732,33	2
6991GR	6991GS	23	GAS	24356	1058,96	2
6991GT	6991GT	23	ELK	43128	1875,13	1
6991GT	6991GT	23	GAS	24929	1083,87	1
6991GV	6991GW	13	ELK	46581	3583,15	2
6991GV	6991GW	10	GAS	17638	1763,80	2
6991GX	6991GX	14	ELK	27499	1964,21	1
6991GX	6991GX	14	GAS	8636	616,86	1
6991GZ	6991GZ	17	ELK	81971	4821,82	1
6991GZ	6991GZ	12	GAS	11718	976,50	1
6991HA	6991HA	16	ELK	54625	3414,06	1
6991HA	6991HA	16	GAS	18843	1177,69	1
6991HB	6991HB	15	ELK	42915	2861,00	1
6991HB	6991HB	14	GAS	15002	1071,57	1
6991HC	6991HC	16	ELK	57566	3597,88	1
6991HC	6991HC	15	GAS	18622	1241,47	1
6991HD	6991HD	21	ELK	98577	4694,14	1
6991HD	6991HD	19	GAS	27807	1463,53	1
6991HE	6991HE	15	ELK	75811	5054,07	1
6991HE	6991HE	16	GAS	53440	3340,00	1
6991HG	6991HG	19	ELK	65269	3435,21	1
6991HG	6991HG	17	GAS	17555	1032,65	1
6991HH	6991HH	16	ELK	90653	5665,81	1
6991HH	6991HH	15	GAS	28885	1925,67	1
6991HJ	6991HK	30	ELK	156694	5223,13	2
6991HJ	6991HK	26	GAS	33991	1307,35	2
6991HL	6991HL	10	ELK	19076	1907,60	1
6991HL	6991HL	10	GAS	12489	1248,90	1
6991JA	6991JB	16	ELK	136216	8513,50	2
6991JA	6991JB	15	GAS	34332	2288,80	2
6991JC	6991JC	13	ELK	63033	4848,69	1
6991JC	6991JC	10	GAS	12537	1253,70	1
6991JD	6991JD	36	ELK	206229	5728,58	1
6991JD	6991JD	30	GAS	58776	1959,20	1
6991JE	6991JE	21	ELK	343272	16346,29	1
6991JE	6991JE	14	GAS	57057	4075,50	1
6991JG	6991JG	17	ELK	167269	9839,35	1
6991JG	6991JG	11	GAS	39219	3565,36	1
6991JJ	6991JK	11	ELK	55111	5010,09	2
6991JJ	6991JN	20	GAS	30208	1510,40	3
6991JL	6991JN	16	ELK	145255	9078,44	2
6991JP	6991JP	13	ELK	164333	12641,00	1
6991JP	6991JS	14	GAS	28766	2054,71	3
6991JR	6991JT	15	ELK	100886	6725,73	3
6991JT	6991JV	19	GAS	53159	2797,84	2
6991JV	6991JV	11	ELK	71744	6522,18	1
6991KA	6991KA	34	ELK	105048	3089,65	1
6991KA	6991KA	33	GAS	31683	960,09	1
6991KB	6991KB	13	ELK	39335	3025,77	1
6991KB	6991KB	13	GAS	11361	873,92	1
6991KC	6991KC	61	ELK	122058	2000,95	1
6991KC	6991KC	61	GAS	42043	689,23	1
6991KD	6991KD	21	ELK	74428	3544,19	1
6991KD	6991KD	21	GAS	16581	789,57	1
6991KE	6991KG	30	ELK	103735	3457,83	2
6991KE	6991KG	30	GAS	29409	980,30	2
6991KH	6991KH	18	ELK	60396	3355,33	1
6991KH	6991KH	17	GAS	14481	851,82	1
6991TR	6991TR	34	ELK	87657	2578,15	1
6991TR	6991TR	33	GAS	32849	995,42	1
6991TS	6991TS	28	ELK	76803	2742,96	1
6991TS	6991TS	28	GAS	27233	972,61	1
6991TV	6991TW	44	ELK	121447	2760,16	2
6991TV	6991TW	42	GAS	45854	1091,76	2
6991TX	6991TX	18	ELK	59844	3324,67	1
6991TX	6991TX	16	GAS	23874	1492,13	1
6991TZ	6991VA	26	ELK	75385	2899,42	2
6991TZ	6991VA	24	GAS	24311	1012,96	2
6991VB	6991VB	34	ELK	55287	1626,09	1
6991VB	6991VB	33	GAS	29856	904,73	1
6991VC	6991VC	12	ELK	22014	1834,50	1
6991VC	6991VC	11	GAS	12279	1116,27	1
6991VD	6991VD	18	ELK	34798	1933,22	1
6991VD	6991VD	18	GAS	15350	852,78	1
6991VE	6991VE	16	ELK	22698	1418,63	1
6991VE	6991VE	16	GAS	12575	785,94	1
6991VG	6991VG	14	ELK	21762	1554,43	1
6991VG	6991VG	14	GAS	13647	974,79	1
6991VH	6991VH	15	ELK	35501	2366,73	1
6991VH	6991VH	15	GAS	17777	1185,13	1
6991VJ	6991VJ	16	ELK	36543	2283,94	1
6991VJ	6991VJ	15	GAS	19117	1274,47	1
6991VK	6991VK	12	ELK	27818	2318,17	1
6991VK	6991VK	12	GAS	11912	992,67	1
6991VL	6991VL	37	ELK	90658	2450,22	1
6991VL	6991VL	35	GAS	28324	809,26	1
6991VM	6991VM	27	ELK	92434	3423,48	1
6991VM	6991VM	27	GAS	29918	1108,07	1
6991VN	6991VN	12	ELK	22399	1866,58	1
6991VN	6991VN	11	GAS	7028	638,91	1
6991VP	6991VP	16	ELK	26013	1625,81	1
6991VP	6991VP	16	GAS	17882	1117,63	1
6991VR	6991VR	17	ELK	53502	3147,18	1
6991VR	6991VR	17	GAS	16515	971,47	1
6991VS	6991VS	28	ELK	58062	2073,64	1
6991VS	6991VS	27	GAS	23722	878,59	1
6991VT	6991VT	14	ELK	21391	1527,93	1
6991VT	6991VT	13	GAS	8193	630,23	1
6991VV	6991VV	16	ELK	29239	1827,44	1
6991VV	6991VV	16	GAS	11686	730,38	1
6991VW	6991VW	11	ELK	18615	1692,27	1
6991VW	6991VW	11	GAS	6553	595,73	1
6991VX	6991VX	16	ELK	34934	2183,38	1
6991VX	6991VX	15	GAS	14287	952,47	1
6991VZ	6991VZ	20	ELK	46657	2332,85	1
6991VZ	6991VZ	19	GAS	19711	1037,42	1
6991WB	6991WD	18	ELK	34673	1926,28	2
6991WB	6991WD	17	GAS	13099	770,53	2
6991WE	6991WE	10	ELK	16673	1667,30	1
6991WE	6991WE	10	GAS	10092	1009,20	1
6991WG	6991WG	30	ELK	62015	2067,17	1
6991WG	6991WG	27	GAS	25333	938,26	1
6991WH	6991WK	25	ELK	40478	1619,12	2
6991WH	6991WK	25	GAS	21446	857,84	2
6991WL	6991WL	18	ELK	50925	2829,17	1
6991WL	6991WL	18	GAS	18754	1041,89	1
6991WN	6991WN	22	ELK	37108	1686,73	1
6991WN	6991WN	22	GAS	22685	1031,14	1
6991WP	6991WP	12	ELK	29382	2448,50	1
6991WP	6991WP	12	GAS	7342	611,83	1
6991WR	6991WR	13	ELK	24011	1847,00	1
6991WR	6991WR	12	GAS	11541	961,75	1
6991WS	6991WS	10	ELK	15159	1515,90	1
6991WS	6991WS	10	GAS	5907	590,70	1
6991WT	6991WT	14	ELK	24552	1753,71	1
6991WT	6991WT	14	GAS	8788	627,71	1
6991WV	6991WV	16	ELK	30577	1911,06	1
6991WV	6991WV	16	GAS	13899	868,69	1
6991WX	6991XD	33	ELK	59347	1798,39	2
6991WX	6991XD	32	GAS	24641	770,03	2
6991XE	6991XG	12	ELK	29246	2437,17	2
6991XE	6991XG	12	GAS	12682	1056,83	2
6991XH	6991XH	16	ELK	43514	2719,63	1
6991XH	6991XH	16	GAS	16237	1014,81	1
6991XJ	6991XK	28	ELK	74471	2659,68	2
6991XJ	6991XK	27	GAS	25271	935,96	2
6991XL	6991XL	19	ELK	41965	2208,68	1
6991XL	6991XL	19	GAS	13815	727,11	1
6991XM	6991XM	10	ELK	14623	1462,30	1
6991XM	6991XM	10	GAS	8956	895,60	1
6991XN	6991XN	12	ELK	30724	2560,33	1
6991XN	6991XN	12	GAS	9905	825,42	1
6991XP	6991XP	12	ELK	23101	1925,08	1
6991XP	6991XP	12	GAS	10978	914,83	1
6991XR	6991XR	14	ELK	34667	2476,21	1
6991XR	6991XR	14	GAS	12578	898,43	1
6991XS	6991XS	10	ELK	15775	1577,50	1
6991XS	6991XS	10	GAS	6838	683,80	1
6991XT	6991XT	21	ELK	39791	1894,81	1
6991XT	6991XT	20	GAS	22338	1116,90	1
6991XV	6991XV	13	ELK	21874	1682,62	1
6991XV	6991XV	13	GAS	11420	878,46	1
6991XW	6991XW	16	ELK	39980	2498,75	1
6991XW	6991XW	16	GAS	15885	992,81	1
6991XX	6991XX	22	ELK	69314	3150,64	1
6991XX	6991XX	21	GAS	27348	1302,29	1
6991XZ	6991XZ	16	ELK	22091	1380,69	1
6991XZ	6991XZ	16	GAS	15338	958,63	1
6991ZA	6991ZA	48	ELK	90116	1877,42	1
6991ZA	6991ZA	45	GAS	31652	703,38	1
6991ZB	6991ZB	21	ELK	86063	4098,24	1
6991ZB	6991ZB	19	GAS	19549	1028,89	1
6991ZC	6991ZC	39	ELK	79271	2032,59	1
6991ZC	6991ZC	38	GAS	28129	740,24	1
6991ZE	6991ZG	17	ELK	41006	2412,12	2
6991ZE	6991ZG	16	GAS	15997	999,81	2
6991ZH	6991ZH	14	ELK	27412	1958,00	1
6991ZH	6991ZH	14	GAS	14525	1037,50	1
6991ZJ	6991ZJ	16	ELK	40484	2530,25	1
6991ZJ	6991ZJ	14	GAS	13983	998,79	1
6991ZK	6991ZK	11	ELK	30285	2753,18	1
6991ZK	6991ZK	12	GAS	12028	1002,33	1
6991ZL	6991ZL	10	ELK	23241	2324,10	1
6991ZL	6991ZL	10	GAS	10009	1000,90	1
6991ZM	6991ZM	15	ELK	34055	2270,33	1
6991ZM	6991ZM	14	GAS	12494	892,43	1
6991ZN	6991ZN	18	ELK	51175	2843,06	1
6991ZN	6991ZN	17	GAS	17556	1032,71	1
6991ZP	6991ZP	27	ELK	135152	5005,63	1
6991ZP	6991ZP	23	GAS	26058	1132,96	1
6991ZR	6991ZR	28	ELK	98796	3528,43	1
6991ZR	6991ZR	22	GAS	28063	1275,59	1
6991ZS	6991ZS	29	ELK	90429	3118,24	1
6991ZS	6991ZS	26	GAS	31966	1229,46	1
6991ZT	6991ZT	15	ELK	49298	3286,53	1
6991ZT	6991ZT	15	GAS	18686	1245,73	1
6991ZV	6991ZV	12	ELK	39287	3273,92	1
6991ZV	6991ZV	12	GAS	13837	1153,08	1
6991ZW	6991ZW	16	ELK	42429	2651,81	1
6991ZW	6991ZW	14	GAS	13586	970,43	1
6991ZX	6991ZX	20	ELK	50246	2512,30	1
6991ZX	6991ZX	19	GAS	17133	901,74	1
6994AA	6994AB	22	ELK	77111	3505,05	2
6994AA	6994AB	16	GAS	26305	1644,06	2
6994AC	6994AC	12	ELK	182743	15228,58	1
6994AC	6994AD	14	GAS	47708	3407,71	2
6994AD	6994AE	19	ELK	102953	5418,58	2
6994AE	6994AE	12	GAS	39803	3316,92	1
6994AG	6994AJ	10	ELK	77410	7741,00	3
6994AG	6994AK	37	GAS	61094	1651,19	4
6994AK	6994AK	38	ELK	157880	4154,74	1
6994AM	6994AM	15	ELK	29022	1934,80	1
6994AM	6994AM	15	GAS	21283	1418,87	1
6994AN	6994AN	17	ELK	55424	3260,24	1
6994AN	6994AN	17	GAS	21168	1245,18	1
6994AP	6994AR	11	ELK	32058	2914,36	2
6994AP	6994AS	27	GAS	35944	1331,26	3
6994AS	6994AS	21	ELK	100864	4803,05	1
6994AT	6994AV	14	ELK	92123	6580,21	2
6994AT	6994AV	11	GAS	30059	2732,64	2
6994AW	6994AW	20	ELK	45595	2279,75	1
6994AW	6994AW	17	GAS	13484	793,18	1
6994AX	6994AX	16	ELK	64512	4032,00	1
6994AX	6994AX	15	GAS	15963	1064,20	1
6994BA	6994BA	22	ELK	64283	2921,95	1
6994BA	6994BA	21	GAS	28874	1374,95	1
6994BB	6994BC	21	ELK	60590	2885,24	2
6994BB	6994BC	20	GAS	24336	1216,80	2
6994BD	6994BD	13	ELK	40105	3085,00	1
6994BD	6994BD	11	GAS	15601	1418,27	1
6994BG	6994BH	19	ELK	135300	7121,05	2
6994BH	6994BH	10	GAS	15101	1510,10	1
6994BJ	6994BJ	10	ELK	46655	4665,50	1
6994BJ	6994BK	25	GAS	37544	1501,76	2
6994BK	6994BK	19	ELK	28074	1477,58	1
6994BL	6994BP	20	ELK	46666	2333,30	3
6994BL	6994BP	20	GAS	24073	1203,65	3
6994BR	6994BR	10	ELK	36960	3696,00	1
6994BR	6994BS	21	GAS	27173	1293,95	2
6994BS	6994BS	12	ELK	28767	2397,25	1
6994BT	6994BV	13	ELK	19160	1473,85	2
6994BT	6994BV	13	GAS	14640	1126,15	2
6994BW	6994CA	13	ELK	31333	2410,23	2
6994BW	6994CA	13	GAS	21010	1616,15	2
6994CB	6994CC	27	ELK	89380	3310,37	2
6994CB	6994CC	25	GAS	37026	1481,04	2
6994CD	6994CD	12	ELK	53262	4438,50	1
6994CD	6994CD	11	GAS	26233	2384,82	1
6994CE	6994CG	13	ELK	39423	3032,54	2
6994CE	6994CG	12	GAS	14537	1211,42	2
6994CH	6994CJ	10	ELK	31295	3129,50	2
6994CH	6994CJ	10	GAS	17712	1771,20	2
6994CK	6994CK	12	ELK	37490	3124,17	1
6994CK	6994CK	11	GAS	14037	1276,09	1
6994CL	6994CL	12	ELK	28936	2411,33	1
6994CL	6994CL	10	GAS	10354	1035,40	1
6994CM	6994CM	22	ELK	347208	15782,18	1
6994CM	6994CM	18	GAS	69476	3859,78	1
6994CN	6994CN	16	ELK	103687	6480,44	1
6994CN	6994CN	16	GAS	38642	2415,13	1
6994CP	6994JC	24	ELK	120946	5039,42	3
6994CP	6994JC	16	GAS	28805	1800,31	3
6994JD	6994JH	15	ELK	244723	16314,87	2
6994JD	6994JD	11	GAS	28941	2631,00	1
6994JG	6996AA	20	GAS	26618	1330,90	2
6996AA	6996AA	12	ELK	61134	5094,50	1
6996AB	6996AC	28	ELK	317377	11334,89	2
6996AB	6996AC	27	GAS	77767	2880,26	2
6996AD	6996AE	12	ELK	56282	4690,17	2
6996AD	6996AE	14	GAS	27010	1929,29	2
6996AG	6996AG	30	ELK	116265	3875,50	1
6996AG	6996AG	30	GAS	46051	1535,03	1
6996AH	6996AH	21	ELK	77937	3711,29	1
6996AH	6996AH	20	GAS	24252	1212,60	1
6996AJ	6996AJ	27	ELK	92777	3436,19	1
6996AJ	6996AJ	20	GAS	30195	1509,75	1
6996AK	6996AK	15	ELK	58608	3907,20	1
6996AK	6996AK	15	GAS	18716	1247,73	1
6996AL	6996AL	24	ELK	115876	4828,17	1
6996AL	6996AL	23	GAS	34261	1489,61	1
6996AM	6996AM	10	ELK	20596	2059,60	1
6996AM	6996AM	10	GAS	9826	982,60	1
6996AN	6996AN	12	ELK	38671	3222,58	1
6996AN	6996AN	11	GAS	11753	1068,45	1
6996AP	6996AP	16	ELK	54889	3430,56	1
6996AP	6996AP	16	GAS	16361	1022,56	1
6996AR	6996AR	19	ELK	47353	2492,26	1
6996AR	6996AR	12	GAS	9824	818,67	1
6996AS	6996AS	16	ELK	38975	2435,94	1
6996AS	6996AS	16	GAS	16978	1061,13	1
6996AT	6996AV	26	ELK	79609	3061,88	2
6996AT	6996AV	25	GAS	31102	1244,08	2
6996AW	6996AW	11	ELK	33568	3051,64	1
6996AX	6996AX	12	ELK	27538	2294,83	1
6996AX	6996AX	12	GAS	14138	1178,17	1
6996AZ	6996AZ	14	ELK	41307	2950,50	1
6996AZ	6996AZ	14	GAS	15584	1113,14	1
6996BA	6996BA	20	ELK	53962	2698,10	1
6996BA	6996BA	14	GAS	15259	1089,93	1
6996BB	6996BB	20	ELK	65601	3280,05	1
6996BB	6996BB	20	GAS	22943	1147,15	1
6996BC	6996BC	19	ELK	53821	2832,68	1
6996BC	6996BC	19	GAS	24496	1289,26	1
6996BD	6996BD	14	ELK	62333	4452,36	1
6996BD	6996BD	13	GAS	15617	1201,31	1
6996BG	6996BG	11	ELK	34007	3091,55	1
6996BG	6996BG	11	GAS	11177	1016,09	1
6996BH	6996BJ	19	ELK	64656	3402,95	2
6996BH	6996BJ	15	GAS	19318	1287,87	2
6996BK	6996BK	14	ELK	42721	3051,50	1
6996BK	6996BL	13	GAS	21564	1658,77	2
6996BL	6996CA	31	ELK	171771	5541,00	2
6996DA	6996DA	16	ELK	51421	3213,81	1
6996DA	6996DA	12	GAS	12071	1005,92	1
6996DB	6996DB	14	ELK	120698	8621,29	1
6996DB	6996DB	11	GAS	18641	1694,64	1
6996DC	6996DD	20	ELK	158033	7901,65	2
6996DC	6996DD	14	GAS	40292	2878,00	2
6996DE	6996DE	12	ELK	83102	6925,17	1
6996DE	6996DE	11	GAS	17646	1604,18	1
6996DG	6996DG	10	ELK	52056	5205,60	1
6996DG	6996DH	17	GAS	34809	2047,59	2
6996DH	6996DH	11	ELK	88015	8001,36	1
6996DJ	6996DK	57	ELK	166329	2918,05	2
6996DJ	6996DK	54	GAS	60393	1118,39	2
6996DL	6996DL	16	ELK	52461	3278,81	1
6996DL	6996DL	16	GAS	21840	1365,00	1
6996DM	6996DN	27	ELK	121785	4510,56	2
6996DM	6996DN	24	GAS	26602	1108,42	2
6996DP	6996DP	22	ELK	116520	5296,36	1
6996DP	6996DP	21	GAS	46759	2226,62	1
6996DR	6996DR	11	ELK	45295	4117,73	1
6996DR	6996DR	10	GAS	14729	1472,90	1
6996DS	6996DS	16	ELK	143705	8981,56	1
6996DS	6996DS	13	GAS	41287	3175,92	1
6996DT	6996DT	25	ELK	233148	9325,92	1
6996DT	6996DT	22	GAS	48332	2196,91	1
6996DV	6996DX	27	ELK	291370	10791,48	3
6996DV	6996DX	25	GAS	48074	1922,96	3
6996DZ	6997AA	14	ELK	116369	8312,07	2
6996DZ	6997AA	11	GAS	28300	2572,73	2
6997AB	6997AC	18	ELK	175392	9744,00	2
6997AB	6997AC	15	GAS	35391	2359,40	2
6997AD	6997AE	24	ELK	118669	4944,54	2
6997AD	6997AE	25	GAS	52991	2119,64	2
6997AG	6997AG	25	ELK	74577	2983,08	1
6997AG	6997AG	24	GAS	27155	1131,46	1
6997AH	6997AH	18	ELK	252011	14000,61	1
6997AH	6997AH	16	GAS	82425	5151,56	1
6997AJ	6997AK	18	ELK	65228	3623,78	2
6997AJ	6997AK	13	GAS	22140	1703,08	2
6997AL	6997AM	19	ELK	85373	4493,32	2
6997AL	6997AM	17	GAS	25470	1498,24	2
6997AN	6997AP	30	ELK	106393	3546,43	2
6997AN	6997AP	28	GAS	29687	1060,25	2
6997AR	6997AS	25	ELK	84556	3382,24	2
6997AR	6997AS	24	GAS	34987	1457,79	2
6997AT	6997AT	22	ELK	64531	2933,23	1
6997AT	6997AT	21	GAS	37166	1769,81	1
6997AV	6997AV	13	ELK	29430	2263,85	1
6997AV	6997AV	13	GAS	19767	1520,54	1
6997AW	6997AW	11	ELK	93237	8476,09	1
6997AW	6997AX	13	GAS	21058	1619,85	2
6997AX	6997AZ	14	ELK	68002	4857,29	2
6997AZ	6997CA	15	GAS	35419	2361,27	2
6997CA	6997CB	13	ELK	113072	8697,85	2
6997CB	6998AA	15	GAS	29302	1953,47	4
6997CD	6998AA	26	ELK	92340	3551,54	3
6998AB	6998AB	16	ELK	45497	2843,56	1
6998AB	6998AB	16	GAS	28367	1772,94	1
6998AC	6998AC	11	ELK	38553	3504,82	1
6998AC	6998AC	11	GAS	16008	1455,27	1
6998AD	6998AE	23	ELK	127806	5556,78	2
6998AD	6998AE	21	GAS	38128	1815,62	2
6998AG	6998AG	14	ELK	90907	6493,36	1
6998AG	6998AG	12	GAS	26936	2244,67	1
6998AH	6998AH	15	ELK	76289	5085,93	1
6998AH	6998AH	14	GAS	16483	1177,36	1
6998AJ	6998AK	29	ELK	152969	5274,79	2
6998AJ	6998AK	24	GAS	36519	1521,63	2
6998AL	6998AL	11	ELK	37212	3382,91	1
6998AL	6998AL	11	GAS	15400	1400,00	1
6998AM	6998AN	14	ELK	53304	3807,43	2
6998AM	6998AN	14	GAS	26553	1896,64	2
6998AP	6998AR	12	ELK	51065	4255,42	2
6998AP	6998AR	12	GAS	26037	2169,75	2
6998AS	6998AS	11	ELK	34941	3176,45	1
6998AS	6998AS	11	GAS	19657	1787,00	1
6998AV	6998AV	14	ELK	42491	3035,07	1
6998AV	6998AV	13	GAS	15569	1197,62	1
6998AW	6998AX	23	ELK	83741	3640,91	2
6998AW	6998AX	20	GAS	32814	1640,70	2
6998AZ	6998AZ	11	ELK	109061	9914,64	1
6998AZ	6998AZ	11	GAS	21265	1933,18	1
6998CA	6998CC	17	ELK	312323	18371,94	3
6998CA	6998CC	17	GAS	44827	2636,88	3
6998CD	6998CG	10	ELK	183972	18397,20	3
6998CD	6998CH	15	GAS	38720	2581,33	4
6998CH	6998CJ	12	ELK	158221	13185,08	2
6998CJ	6999AA	13	GAS	23087	1775,92	2
6999AA	6999AA	10	ELK	40708	4070,80	1
6999AB	6999AB	11	ELK	79718	7247,09	1
6999AB	6999AB	10	GAS	22506	2250,60	1
6999AC	6999AD	25	ELK	161684	6467,36	2
6999AC	6999AD	22	GAS	53874	2448,82	2
6999AE	6999AE	10	ELK	50733	5073,30	1
6999AE	6999AE	10	GAS	15202	1520,20	1
6999AG	6999AK	14	ELK	127491	9106,50	4
6999AG	6999AK	10	GAS	38810	3881,00	4
6999AL	6999AM	16	ELK	57594	3599,63	2
6999AL	6999AM	16	GAS	27230	1701,88	2
6999AN	6999AN	15	ELK	62290	4152,67	1
6999AN	6999AN	15	GAS	59991	3999,40	1
6999AP	6999AP	14	ELK	35277	2519,79	1
6999AP	6999AP	14	GAS	21013	1500,93	1
6999AR	6999AR	12	ELK	84444	7037,00	1
6999AR	6999AR	11	GAS	33963	3087,55	1
6999AS	6999AV	22	ELK	57014	2591,55	2
6999AS	6999AV	22	GAS	29753	1352,41	2
6999AW	6999AW	19	ELK	145944	7681,26	1
6999AW	6999AW	12	GAS	17143	1428,58	1
6999AX	6999AZ	15	ELK	42092	2806,13	2
6999AX	6999AZ	14	GAS	21269	1519,21	2
6999BA	6999BA	20	ELK	51165	2558,25	1
6999BA	6999BA	19	GAS	26101	1373,74	1
6999BB	6999BB	22	ELK	80598	3663,55	1
6999BB	6999BB	16	GAS	18160	1135,00	1
6999BC	6999BC	15	ELK	51618	3441,20	1
6999BC	6999BC	14	GAS	14072	1005,14	1
6999BD	6999BD	16	ELK	31986	1999,13	1
6999BD	6999BD	16	GAS	15383	961,44	1
6999BE	6999BE	17	ELK	42341	2490,65	1
6999BE	6999BE	17	GAS	22380	1316,47	1
6999BG	6999BH	11	ELK	55566	5051,45	2
6999BG	6999BH	10	GAS	12598	1259,80	2
6999CA	6999CA	19	ELK	69430	3654,21	1
6999CA	6999CA	18	GAS	18816	1045,33	1
6999CB	6999CB	12	ELK	41668	3472,33	1
6999CB	6999CB	12	GAS	12078	1006,50	1
6999CC	6999CC	11	ELK	26237	2385,18	1
6999CC	6999CC	11	GAS	11781	1071,00	1
6999CD	6999CD	13	ELK	36017	2770,54	1
6999CD	6999CD	13	GAS	13937	1072,08	1
6999CE	6999CH	37	ELK	132913	3592,24	2
6999CE	6999CH	37	GAS	66997	1810,73	2
6999CJ	6999CJ	21	ELK	53927	2567,95	1
6999CJ	6999CJ	21	GAS	18450	878,57	1
6999CL	6999CL	24	ELK	48714	2029,75	1
6999CL	6999CL	22	GAS	28158	1279,91	1
6999CM	6999CN	44	ELK	125839	2859,98	2
6999CM	6999CN	44	GAS	46851	1064,80	2
6999CP	6999CP	11	ELK	32046	2913,27	1
6999CP	6999CP	10	GAS	11435	1143,50	1
6999CR	6999CR	23	ELK	49387	2147,26	1
6999CR	6999CR	23	GAS	21014	913,65	1
6999DA	6999DD	15	ELK	175362	11690,80	4
6999DA	6999DD	10	GAS	44044	4404,40	4
6999DE	6999DE	23	ELK	273670	11898,70	1
6999DE	6999DE	18	GAS	62296	3460,89	1
6999DG	6999DG	11	ELK	146909	13355,36	1
6999DG	6999DG	10	GAS	22296	2229,60	1
6999DH	6999DH	17	ELK	152076	8945,65	1
6999DH	6999DH	14	GAS	33273	2376,64	1
6999DJ	6999DK	12	ELK	42656	3554,67	2
6999DJ	6999DK	11	GAS	16086	1462,36	2
6999DL	6999DN	29	ELK	342062	11795,24	3
6999DL	6999DN	23	GAS	70133	3049,26	3
6999DP	6999DP	16	ELK	58646	3665,38	1
6999DP	6999DP	13	GAS	20946	1611,23	1
6999DR	6999DS	12	ELK	74039	6169,92	2
6999DR	6999DS	11	GAS	18483	1680,27	2
6999DT	6999DT	18	ELK	294986	16388,11	1
6999DT	6999DT	16	GAS	30692	1918,25	1
6999DV	6999DW	17	ELK	224273	13192,53	2
6999DV	6999DW	11	GAS	24904	2264,00	2
6999DX	6999DX	30	ELK	76323	2544,10	1
6999DX	6999DX	20	GAS	20088	1004,40	1
6999EA	6999EB	24	ELK	207670	8652,92	2
6999EA	6999EB	19	GAS	31703	1668,58	2
6999EC	7001AA	27	ELK	156518	5796,96	2
7001AA	7001AA	16	GAS	45859	2866,19	1
7001AB	7001AB	22	ELK	104415	4746,14	1
7001AB	7001AB	11	GAS	43364	3942,18	1
7001AC	7001AC	34	ELK	254920	7497,65	1
7001AC	7001AC	25	GAS	20625	825,00	1
7001AE	7001AG	12	ELK	129111	10759,25	2
7001AE	7001AG	10	GAS	8583	858,30	2
7001AH	7001AH	15	ELK	380088	25339,20	1
7001AH	7001AH	13	GAS	42190	3245,38	1
7001AJ	7001AJ	10	ELK	99917	9991,70	1
7001AJ	7001AK	16	GAS	45722	2857,63	2
7001AK	7001AK	11	ELK	219231	19930,09	1
7001AL	7001AL	13	ELK	271999	20923,00	1
7001AL	7001AL	12	GAS	23788	1982,33	1
7001AM	7001AN	35	ELK	161108	4603,09	2
7001AM	7001AN	31	GAS	40078	1292,84	2
7001AP	7001AR	21	ELK	270230	12868,10	2
7001AP	7001AR	19	GAS	26822	1411,68	2
7001AS	7001AS	14	ELK	43360	3097,14	1
7001AS	7001AT	14	GAS	19894	1421,00	2
7001AT	7001AV	61	ELK	135937	2228,48	2
7001AV	7001AV	49	GAS	32131	655,73	1
7001AW	7001AW	10	ELK	20295	2029,50	1
7001AW	7001AW	10	GAS	6534	653,40	1
7001AX	7001AX	118	ELK	213687	1810,91	1
7001AX	7001AX	110	GAS	80546	732,24	1
7001AZ	7001BA	29	ELK	106235	3663,28	2
7001AZ	7001BA	24	GAS	26953	1123,04	2
7001BB	7001BB	12	ELK	88570	7380,83	1
7001BB	7001BC	24	GAS	22335	930,63	2
7001BC	7001BC	20	ELK	74376	3718,80	1
7001BD	7001BG	30	ELK	255810	8527,00	2
7001BD	7001BG	25	GAS	33897	1355,88	2
7001BH	7001BH	19	ELK	497283	26172,79	1
7001BH	7001BH	20	GAS	83418	4170,90	1
7001BK	7001BL	11	ELK	159525	14502,27	2
7001BK	7001BL	11	GAS	18467	1678,82	2
7001BM	7001BM	16	ELK	583649	36478,06	1
7001BM	7001BM	16	GAS	84814	5300,88	1
7001BN	7001BN	38	ELK	183722	4834,79	1
7001BN	7001BN	33	GAS	22805	691,06	1
7001BP	7001BP	13	ELK	178998	13769,08	1
7001BP	7001BP	11	GAS	20074	1824,91	1
7001BR	7001BS	50	ELK	598571	11971,42	2
7001BR	7001BS	33	GAS	74267	2250,52	2
