POSTCODE	POSTCODE_EIND	AANSLUITINGEN_AANTAL	PRODUCTSOORT	SJA_TOTAAL	SJA_GEMIDDELD	POSTCODE_AANTAL
1012KX	1012LA	11	GAS	80693	7335,73	3
1012LA	1012LB	20	ELK	154113	7705,65	2
1012LB	1012LB	16	GAS	30284	1892,75	1
1012LC	1012LC	23	ELK	138213	6009,26	1
1012LC	1012LC	19	GAS	21172	1114,32	1
1012LD	1012LD	10	ELK	87714	8771,40	1
1012LD	1012LE	14	GAS	45920	3280,00	2
1012LE	1012LG	21	ELK	408108	19433,71	2
1012LG	1012LG	10	GAS	73539	7353,90	1
1012LH	1012LH	13	ELK	392393	30184,08	1
1012LH	1012LJ	24	GAS	90070	3752,92	2
1012LJ	1012LJ	21	ELK	249341	11873,38	1
1012LK	1012LK	23	ELK	468120	20353,04	1
1012LK	1012LK	16	GAS	193862	12116,38	1
1012LL	1012LL	26	ELK	509238	19586,08	1
1012LL	1012LL	24	GAS	164846	6868,58	1
1012LM	1012LM	20	ELK	146822	7341,10	1
1012LM	1012LP	15	GAS	147781	9852,07	3
1012LN	1012LP	11	ELK	137810	12528,18	2
1012LR	1012LR	24	ELK	255190	10632,92	1
1012LR	1012LR	21	GAS	38643	1840,14	1
1012LS	1012LS	11	ELK	31837	2894,27	1
1012LS	1012LS	10	GAS	11854	1185,40	1
1012LT	1012LT	14	ELK	27989	1999,21	1
1012LT	1012LT	12	GAS	10520	876,67	1
1012LV	1012LV	10	ELK	29432	2943,20	1
1012LV	1012LX	30	GAS	50550	1685,00	2
1012LW	1012LX	45	ELK	375607	8346,82	2
1012LZ	1012LZ	41	ELK	479075	11684,76	1
1012LZ	1012LZ	27	GAS	54569	2021,07	1
1012MA	1012MA	26	ELK	272551	10482,73	1
1012MA	1012MA	25	GAS	39257	1570,28	1
1012MB	1012MB	26	ELK	483400	18592,31	1
1012MB	1012MB	14	GAS	53889	3849,21	1
1012MC	1012MC	31	ELK	339374	10947,55	1
1012MC	1012MC	27	GAS	49682	1840,07	1
1012MD	1012MD	27	ELK	350477	12980,63	1
1012MD	1012MD	16	GAS	62307	3894,19	1
1012ME	1012ME	10	ELK	325017	32501,70	1
1012ME	1012MG	12	GAS	35299	2941,58	2
1012MG	1012MH	27	ELK	486891	18033,00	2
1012MH	1012MJ	11	GAS	28751	2613,73	2
1012MJ	1012MK	18	ELK	203845	11324,72	2
1012MK	1012MK	13	GAS	33397	2569,00	1
1012ML	1012ML	36	ELK	239988	6666,33	1
1012ML	1012ML	28	GAS	34276	1224,14	1
1012MN	1012MN	16	ELK	285415	17838,44	1
1012MN	1012MN	13	GAS	30496	2345,85	1
1012MP	1012MR	45	ELK	667477	14832,82	2
1012MP	1012MR	38	GAS	87444	2301,16	2
1012MS	1012MS	25	ELK	418015	16720,60	1
1012MS	1012MS	16	GAS	31025	1939,06	1
1012MT	1012MX	14	ELK	368486	26320,43	3
1012MT	1012MX	10	GAS	100568	10056,80	3
1012MZ	1012MZ	12	ELK	14346	1195,50	1
1012MZ	1012NB	66	GAS	70812	1072,91	2
1012NA	1012NB	67	ELK	189658	2830,72	2
1012NC	1012NC	58	ELK	161300	2781,03	1
1012NC	1012NC	50	GAS	50594	1011,88	1
1012ND	1012NE	51	ELK	123480	2421,18	2
1012ND	1012NE	44	GAS	42879	974,52	2
1012NG	1012NG	74	ELK	243422	3289,49	1
1012NG	1012NG	64	GAS	44513	695,52	1
1012NH	1012NH	56	ELK	216750	3870,54	1
1012NH	1012NH	48	GAS	46484	968,42	1
1012NJ	1012NJ	42	ELK	140971	3356,45	1
1012NJ	1012NJ	34	GAS	36219	1065,26	1
1012NK	1012NK	51	ELK	137164	2689,49	1
1012NK	1012NK	36	GAS	31055	862,64	1
1012NL	1012NL	25	ELK	101664	4066,56	1
1012NL	1012NL	21	GAS	17372	827,24	1
1012NM	1012NM	27	ELK	264048	9779,56	1
1012NM	1012NM	23	GAS	46006	2000,26	1
1012NN	1012NN	21	ELK	156317	7443,67	1
1012NN	1012NN	15	GAS	16804	1120,27	1
1012NP	1012NP	13	ELK	258600	19892,31	1
1012NP	1012NT	10	GAS	37297	3729,70	4
1012NR	1012NS	17	ELK	76744	4514,35	2
1012NT	1012NV	12	ELK	106101	8841,75	2
1012NV	1012NX	16	GAS	41162	2572,63	2
1012NX	1012NX	15	ELK	289468	19297,87	1
1012NZ	1012PA	17	ELK	498121	29301,24	2
1012NZ	1012PA	18	GAS	139552	7752,89	2
1012PB	1012PB	21	ELK	113876	5422,67	1
1012PB	1012PB	15	GAS	16716	1114,40	1
1012PC	1012PD	16	ELK	293819	18363,69	2
1012PC	1012PD	14	GAS	38567	2754,79	2
1012PE	1012PH	12	ELK	303665	25305,42	3
1012PE	1012PJ	13	GAS	51362	3950,92	4
1012PJ	1012PL	42	ELK	305633	7276,98	3
1012PK	1012PL	34	GAS	45723	1344,79	2
1012PM	1012PM	30	ELK	244146	8138,20	1
1012PM	1012PM	19	GAS	31200	1642,11	1
1012PN	1012PN	12	ELK	106733	8894,42	1
1012PN	1012PN	12	GAS	23387	1948,92	1
1012PP	1012PR	13	ELK	101078	7775,23	2
1012PP	1012PR	10	GAS	14610	1461,00	2
1012PS	1012PS	20	ELK	55537	2776,85	1
1012PS	1012PS	18	GAS	22548	1252,67	1
1012PT	1012PT	24	ELK	249355	10389,79	1
1012PT	1012PT	22	GAS	62638	2847,18	1
1012PV	1012PV	70	ELK	392636	5609,09	1
1012PV	1012PV	47	GAS	125140	2662,55	1
1012PW	1012PW	10	ELK	20429	2042,90	1
1012PW	1012PX	13	GAS	49390	3799,23	2
1012PX	1012PZ	19	ELK	137113	7216,47	2
1012PZ	1012PZ	11	GAS	17404	1582,18	1
1012RA	1012RA	13	ELK	60005	4615,77	1
1012RA	1012RA	12	GAS	12415	1034,58	1
1012RB	1012RB	20	ELK	492979	24648,95	1
1012RB	1012RB	14	GAS	45710	3265,00	1
1012RC	1012RD	41	ELK	325374	7935,95	2
1012RC	1012RD	28	GAS	52066	1859,50	2
1012RE	1012RE	20	ELK	281885	14094,25	1
1012RE	1012RE	15	GAS	46598	3106,53	1
1012RG	1012RG	14	ELK	56033	4002,36	1
1012RG	1012RG	11	GAS	15787	1435,18	1
1012RH	1012RJ	15	ELK	283558	18903,87	2
1012RH	1012RK	39	GAS	85527	2193,00	2
1012RK	1012RK	42	ELK	284319	6769,50	1
1012RL	1012RL	13	ELK	78083	6006,38	1
1012RL	1012RL	11	GAS	20898	1899,82	1
1012RM	1012RM	33	ELK	102719	3112,70	1
1012RM	1012RM	19	GAS	43994	2315,47	1
1012RN	1012RN	44	ELK	158128	3593,82	1
1012RN	1012RN	40	GAS	31411	785,28	1
1012RP	1012RP	19	ELK	108616	5716,63	1
1012RP	1012RP	14	GAS	13748	982,00	1
1012RR	1012RR	33	ELK	165742	5022,48	1
1012RR	1012RR	23	GAS	58236	2532,00	1
1012RS	1012RS	34	ELK	96199	2829,38	1
1012RS	1012RS	29	GAS	32751	1129,34	1
1012RT	1012RT	27	ELK	281231	10415,96	1
1012RT	1012RT	24	GAS	92536	3855,67	1
1012RV	1012RV	37	ELK	135085	3650,95	1
1012RV	1012RV	33	GAS	82845	2510,45	1
1012RW	1012RW	26	ELK	174417	6708,35	1
1012RW	1012RW	20	GAS	33235	1661,75	1
1012RX	1012RX	16	ELK	63503	3968,94	1
1012RX	1012RX	14	GAS	12555	896,79	1
1012RZ	1012RZ	32	ELK	644112	20128,50	1
1012RZ	1012RZ	26	GAS	139199	5353,81	1
1012SB	1012SB	18	ELK	127329	7073,83	1
1012SB	1012SB	16	GAS	30487	1905,44	1
1012SC	1012SC	19	ELK	103155	5429,21	1
1012SC	1012SC	17	GAS	55173	3245,47	1
1012SE	1012SE	34	ELK	224101	6591,21	1
1012SE	1012SE	28	GAS	38173	1363,32	1
1012SG	1012SG	10	ELK	135537	13553,70	1
1012SG	1012SH	39	GAS	109267	2801,72	2
1012SH	1012SH	33	ELK	180832	5479,76	1
1012SJ	1012SJ	26	ELK	158410	6092,69	1
1012SJ	1012SJ	20	GAS	44886	2244,30	1
1012SK	1012SK	13	ELK	52074	4005,69	1
1012SK	1012SK	11	GAS	14556	1323,27	1
1012SL	1012SM	14	ELK	82735	5909,64	2
1012SL	1012SM	14	GAS	21662	1547,29	2
1012SN	1012SN	26	ELK	134763	5183,19	1
1012SN	1012SN	21	GAS	15172	722,48	1
1012SP	1012SP	34	ELK	288020	8471,18	1
1012SP	1012SP	26	GAS	70820	2723,85	1
1012SR	1012SR	18	ELK	56407	3133,72	1
1012SR	1012SR	16	GAS	18241	1140,06	1
1012ST	1012ST	29	ELK	120289	4147,90	1
1012ST	1012ST	21	GAS	22887	1089,86	1
1012SV	1012SV	20	ELK	152216	7610,80	1
1012SV	1012SV	11	GAS	25630	2330,00	1
1012SW	1012SW	37	ELK	173169	4680,24	1
1012SW	1012SW	23	GAS	32269	1403,00	1
1012SX	1012SZ	11	ELK	27224	2474,91	2
1012SZ	1012TA	58	GAS	104102	1794,86	2
1012TA	1012TA	70	ELK	271115	3873,07	1
1012TB	1012TB	13	ELK	40967	3151,31	1
1012TB	1012TB	10	GAS	10421	1042,10	1
1012TC	1012TC	13	ELK	71514	5501,08	1
1012TC	1012TC	12	GAS	18452	1537,67	1
1012TD	1012TD	25	ELK	99994	3999,76	1
1012TD	1012TD	22	GAS	43549	1979,50	1
1012TE	1012TE	14	ELK	95209	6800,64	1
1012TE	1012TE	13	GAS	21122	1624,77	1
1012TG	1012TH	11	ELK	193358	17578,00	2
1012TG	1012TH	10	GAS	23518	2351,80	2
1012TJ	1012TK	33	ELK	276307	8372,94	2
1012TJ	1012TK	26	GAS	28512	1096,62	2
1012TL	1012TM	37	ELK	675440	18255,14	2
1012TL	1012TM	16	GAS	84322	5270,13	2
1012TN	1012TN	20	ELK	175299	8764,95	1
1012TN	1012TN	17	GAS	32757	1926,88	1
1012TP	1012TR	16	ELK	372061	23253,81	2
1012TP	1012TR	12	GAS	77717	6476,42	2
1012TS	1012TS	28	ELK	311498	11124,93	1
1012TS	1012TS	27	GAS	66221	2452,63	1
1012TT	1012TT	18	ELK	43623	2423,50	1
1012TT	1012TT	16	GAS	18303	1143,94	1
1012TV	1012TV	35	ELK	278935	7969,57	1
1012TV	1012TV	27	GAS	51926	1923,19	1
1012TW	1012TW	41	ELK	171851	4191,49	1
1012TW	1012TW	36	GAS	33329	925,81	1
1012TX	1012TX	12	ELK	63762	5313,50	1
1012TX	1012TZ	23	GAS	38615	1678,91	2
1012TZ	1012TZ	16	ELK	109461	6841,31	1
1012VA	1012VA	22	ELK	352178	16008,09	1
1012VA	1012VB	12	GAS	35222	2935,17	2
1012VB	1012VC	50	ELK	259029	5180,58	2
1012VC	1012VC	37	GAS	90876	2456,11	1
1012VD	1012VD	18	ELK	74449	4136,06	1
1012VD	1012VD	17	GAS	28922	1701,29	1
1012VE	1012VE	18	ELK	109677	6093,17	1
1012VE	1012VE	13	GAS	30174	2321,08	1
1012VG	1012VG	49	ELK	198039	4041,61	1
1012VG	1012VG	43	GAS	65392	1520,74	1
1012VH	1012VH	45	ELK	120508	2677,96	1
1012VH	1012VH	39	GAS	66084	1694,46	1
1012VJ	1012VJ	12	ELK	42165	3513,75	1
1012VJ	1012VJ	10	GAS	15555	1555,50	1
1012VK	1012VK	24	ELK	100993	4208,04	1
1012VK	1012VK	17	GAS	25162	1480,12	1
1012VM	1012VM	37	ELK	99739	2695,65	1
1012VM	1012VM	35	GAS	26558	758,80	1
1012VN	1012VN	38	ELK	232847	6127,55	1
1012VN	1012VN	28	GAS	27309	975,32	1
1012VP	1012VP	41	ELK	306591	7477,83	1
1012VP	1012VP	36	GAS	66633	1850,92	1
1012VR	1012VR	32	ELK	146890	4590,31	1
1012VR	1012VR	27	GAS	42237	1564,33	1
1012VS	1012VS	11	ELK	109755	9977,73	1
1012VS	1012VS	10	GAS	19213	1921,30	1
1012VT	1012VT	19	ELK	163509	8605,74	1
1012VT	1012VT	17	GAS	35142	2067,18	1
1012VV	1012VV	24	ELK	54136	2255,67	1
1012VV	1012VV	21	GAS	16511	786,24	1
1012VW	1012VW	37	ELK	184561	4988,14	1
1012VW	1012VW	32	GAS	34789	1087,16	1
1012VX	1012VX	39	ELK	456726	11710,92	1
1012VX	1012VX	33	GAS	69203	2097,06	1
1012VZ	1012WC	15	ELK	134374	8958,27	2
1012VZ	1012WC	14	GAS	13832	988,00	2
1012WE	1012WG	54	ELK	144198	2670,33	2
1012WE	1012WG	43	GAS	56485	1313,60	2
1012WH	1012WH	17	ELK	78319	4607,00	1
1012WH	1012WH	14	GAS	26013	1858,07	1
1012WJ	1012WJ	24	ELK	50016	2084,00	1
1012WJ	1012WJ	13	GAS	15480	1190,77	1
1012WK	1012WK	14	ELK	80562	5754,43	1
1012WK	1012WL	27	GAS	36520	1352,59	2
1012WL	1012WL	29	ELK	119088	4106,48	1
1012WN	1012WN	16	ELK	94234	5889,63	1
1012WN	1012WN	15	GAS	20409	1360,60	1
1012WP	1012WP	73	ELK	327858	4491,21	1
1012WP	1012WP	57	GAS	51799	908,75	1
1012WR	1012WR	28	ELK	197324	7047,29	1
1012WR	1012WS	38	GAS	30808	810,74	2
1012WS	1012WS	34	ELK	24970	734,41	1
1012WT	1012WT	33	ELK	27352	828,85	1
1012WT	1012WT	32	GAS	20023	625,72	1
1012WV	1012WV	46	ELK	57944	1259,65	1
1012WV	1012WV	45	GAS	34800	773,33	1
1012WX	1012WX	20	ELK	234867	11743,35	1
1012WX	1012WX	15	GAS	57941	3862,73	1
1012WZ	1012WZ	11	ELK	120825	10984,09	1
1012WZ	1012XA	15	GAS	81911	5460,73	2
1012XA	1012XA	10	ELK	408953	40895,30	1
1012XB	1012XB	18	ELK	498488	27693,78	1
1012XB	1012XC	11	GAS	65924	5993,09	2
1012XC	1012XE	19	ELK	522646	27507,68	3
1012XD	1012XG	14	GAS	39054	2789,57	3
1012XG	1012XH	17	ELK	326097	19182,18	2
1012XH	1012XJ	23	GAS	48116	2092,00	2
1012XJ	1012XJ	23	ELK	312259	13576,48	1
1012XK	1012XK	37	ELK	254858	6888,05	1
1012XK	1012XK	31	GAS	56656	1827,61	1
1012XL	1012XL	27	ELK	302282	11195,63	1
1012XL	1012XL	20	GAS	44292	2214,60	1
1012XM	1012XM	22	ELK	296208	13464,00	1
1012XM	1012XM	14	GAS	46114	3293,86	1
1012XN	1012XN	10	ELK	219114	21911,40	1
1012XN	1012XP	17	GAS	31331	1843,00	2
1012XP	1012XR	24	ELK	238685	9945,21	2
1012XR	1012XS	12	GAS	16531	1377,58	2
1012XS	1012XW	18	ELK	117326	6518,11	2
1012XW	1012ZD	26	GAS	19237	739,88	2
1012XZ	1012ZD	20	ELK	28411	1420,55	2
1012ZE	1012ZE	28	ELK	42040	1501,43	1
1012ZE	1012ZE	28	GAS	24145	862,32	1
1012ZG	1012ZG	19	ELK	41764	2198,11	1
1012ZG	1012ZG	19	GAS	16056	845,05	1
1012ZH	1012ZK	11	ELK	23087	2098,82	3
1012ZJ	1012ZK	10	GAS	7029	702,90	2
1012ZL	1012ZL	17	ELK	79422	4671,88	1
1012ZL	1012ZL	13	GAS	14093	1084,08	1
1013AA	1013AD	288	ELK	882009	3062,53	4
1013AA	1013AD	165	GAS	115709	701,27	2
1013AG	1013AG	97	ELK	148773	1533,74	1
1013AG	1013AG	95	GAS	68552	721,60	1
1013AH	1013AK	125	ELK	732161	5857,29	2
1013AK	1013AM	17	GAS	115623	6801,35	3
1013AL	1013AL	101	ELK	232318	2300,18	1
1013AM	1013AM	31	ELK	683325	22042,74	1
1013AN	1013AP	26	GAS	229066	8810,23	2
1013AP	1013AP	32	ELK	621065	19408,28	1
1013AR	1013AS	144	ELK	564309	3918,81	2
1013AR	1013AV	37	GAS	44408	1200,22	2
1013AV	1013AV	35	ELK	38850	1110,00	1
1013AW	1013AW	170	ELK	438313	2578,31	1
1013AX	1013AZ	59	ELK	280852	4760,20	2
1013AZ	1013AZ	53	GAS	91059	1718,09	1
1013BB	1013BC	15	ELK	383924	25594,93	2
1013BB	1013BC	12	GAS	90708	7559,00	2
1013BD	1013BD	459	ELK	1066860	2324,31	1
1013BD	1013BE	41	GAS	187693	4577,88	2
1013BE	1013BE	41	ELK	934800	22800,00	1
1013BG	1013BH	311	ELK	730835	2349,95	2
1013BG	1013BH	141	GAS	122096	865,93	2
1013BJ	1013BL	29	ELK	528885	18237,41	3
1013BJ	1013BL	17	GAS	143626	8448,59	3
1013BP	1013BP	30	ELK	80590	2686,33	1
1013BP	1013BP	26	GAS	16322	627,77	1
1013BR	1013BR	42	ELK	105031	2500,74	1
1013BR	1013BR	37	GAS	22503	608,19	1
1013BS	1013BV	119	ELK	505308	4246,29	3
1013BT	1013BW	17	GAS	24536	1443,29	2
1013BW	1013BW	17	ELK	49195	2893,82	1
1013BX	1013BX	171	ELK	592766	3466,47	1
1013BX	1013BX	26	GAS	22242	855,46	1
1013BZ	1013BZ	180	ELK	330644	1836,91	1
1013BZ	1013BZ	170	GAS	129416	761,27	1
1013CA	1013CA	42	ELK	72541	1727,17	1
1013CA	1013CA	41	GAS	23982	584,93	1
1013CB	1013CB	22	ELK	53922	2451,00	1
1013CB	1013CB	20	GAS	15595	779,75	1
1013CC	1013CC	43	ELK	100404	2334,98	1
1013CC	1013CC	40	GAS	25397	634,93	1
1013CD	1013CD	23	ELK	31757	1380,74	1
1013CD	1013CD	20	GAS	13482	674,10	1
1013CE	1013CE	13	ELK	33880	2606,15	1
1013CE	1013CE	12	GAS	8781	731,75	1
1013CG	1013CG	93	ELK	246153	2646,81	1
1013CH	1013CH	39	ELK	74022	1898,00	1
1013CH	1013CH	38	GAS	31100	818,42	1
1013CJ	1013CJ	49	ELK	94430	1927,14	1
1013CJ	1013CJ	48	GAS	35513	739,85	1
1013CK	1013CK	19	ELK	25069	1319,42	1
1013CK	1013CK	19	GAS	14411	758,47	1
1013CL	1013CL	50	ELK	71457	1429,14	1
1013CL	1013CL	50	GAS	28868	577,36	1
1013CM	1013CM	60	ELK	95897	1598,28	1
1013CM	1013CM	59	GAS	41557	704,36	1
1013CP	1013CS	60	GAS	52500	875,00	3
1013CR	1013CR	40	ELK	259648	6491,20	1
1013CS	1013CS	58	ELK	119148	2054,28	1
1013CT	1013CT	34	ELK	43263	1272,44	1
1013CT	1013CT	33	GAS	22785	690,45	1
1013CW	1013CW	41	ELK	78566	1916,24	1
1013CW	1013CW	40	GAS	31654	791,35	1
1013CX	1013CX	20	ELK	267073	13353,65	1
1013CX	1013CX	22	GAS	62885	2858,41	1
1013CZ	1013CZ	10	ELK	51054	5105,40	1
1013CZ	1013DA	19	GAS	17256	908,21	2
1013DA	1013DA	20	ELK	33307	1665,35	1
1013DB	1013DB	32	ELK	51077	1596,16	1
1013DB	1013DB	30	GAS	27048	901,60	1
1013DC	1013DC	24	ELK	45413	1892,21	1
1013DC	1013DC	24	GAS	17476	728,17	1
1013DD	1013DD	32	ELK	58886	1840,19	1
1013DD	1013DD	32	GAS	25397	793,66	1
1013DE	1013DG	23	ELK	43678	1899,04	2
1013DE	1013DG	22	GAS	38405	1745,68	2
1013DH	1013DH	24	ELK	26175	1090,63	1
1013DH	1013DH	24	GAS	16239	676,63	1
1013DJ	1013DJ	50	ELK	104948	2098,96	1
1013DJ	1013DJ	47	GAS	35482	754,94	1
1013DK	1013DK	17	ELK	29520	1736,47	1
1013DK	1013DK	16	GAS	18255	1140,94	1
1013DL	1013DL	20	ELK	34044	1702,20	1
1013DL	1013DL	20	GAS	21769	1088,45	1
1013DM	1013DM	25	ELK	39569	1582,76	1
1013DM	1013DM	23	GAS	15298	665,13	1
1013DN	1013DN	16	ELK	18681	1167,56	1
1013DN	1013DN	15	GAS	11496	766,40	1
1013DP	1013DP	12	ELK	19063	1588,58	1
1013DP	1013DP	11	GAS	9126	829,64	1
1013DR	1013DR	11	ELK	25543	2322,09	1
1013DR	1013DR	10	GAS	10018	1001,80	1
1013DS	1013DS	18	ELK	25506	1417,00	1
1013DS	1013DS	18	GAS	14533	807,39	1
1013DT	1013DT	32	ELK	37505	1172,03	1
1013DT	1013DT	32	GAS	31346	979,56	1
1013DV	1013DV	32	ELK	35550	1110,94	1
1013DV	1013DV	28	GAS	14720	525,71	1
1013DW	1013DW	31	ELK	35250	1137,10	1
1013DW	1013DW	28	GAS	18119	647,11	1
1013DX	1013DX	34	ELK	47265	1390,15	1
1013DX	1013DX	31	GAS	27310	880,97	1
1013DZ	1013DZ	28	ELK	37531	1340,39	1
1013DZ	1013DZ	28	GAS	22659	809,25	1
1013EA	1013EA	29	ELK	70223	2421,48	1
1013EA	1013EA	25	GAS	29271	1170,84	1
1013EB	1013EB	16	ELK	40477	2529,81	1
1013EB	1013EB	14	GAS	18719	1337,07	1
1013EC	1013EC	94	ELK	175708	1869,23	1
1013EC	1013EC	67	GAS	72342	1079,73	1
1013ED	1013ED	19	ELK	88672	4666,95	1
1013ED	1013ED	18	GAS	39127	2173,72	1
1013EE	1013EE	40	ELK	73245	1831,13	1
1013EE	1013EE	36	GAS	35018	972,72	1
1013EG	1013EG	51	ELK	66330	1300,59	1
1013EG	1013EG	38	GAS	35374	930,89	1
1013EH	1013EH	22	ELK	218128	9914,91	1
1013EH	1013EH	19	GAS	27279	1435,74	1
1013EJ	1013EJ	36	ELK	134858	3746,06	1
1013EJ	1013EJ	30	GAS	21322	710,73	1
1013EK	1013EK	12	ELK	73071	6089,25	1
1013EK	1013EK	11	GAS	13783	1253,00	1
1013EL	1013EL	38	ELK	327512	8618,74	1
1013EL	1013EL	33	GAS	64240	1946,67	1
1013EM	1013EM	38	ELK	334513	8802,97	1
1013EM	1013EM	32	GAS	30642	957,56	1
1013EN	1013EN	14	ELK	66588	4756,29	1
1013EN	1013EN	12	GAS	9231	769,25	1
1013EP	1013ER	43	ELK	265613	6177,05	2
1013EP	1013ER	36	GAS	44224	1228,44	2
1013ES	1013ES	44	ELK	381815	8677,61	1
1013ES	1013ES	36	GAS	44215	1228,19	1
1013ET	1013ET	25	ELK	149316	5972,64	1
1013ET	1013ET	20	GAS	18957	947,85	1
1013EV	1013EV	20	ELK	164387	8219,35	1
1013EV	1013EV	15	GAS	23573	1571,53	1
1013EW	1013EW	23	ELK	139612	6070,09	1
1013EW	1013EW	18	GAS	15905	883,61	1
1013EX	1013EZ	33	ELK	191583	5805,55	2
1013EX	1013EX	11	GAS	61129	5557,18	1
1013EZ	1013EZ	18	GAS	10454	580,78	1
1013GA	1013GA	29	ELK	255785	8820,17	1
1013GA	1013GA	18	GAS	30657	1703,17	1
1013GB	1013GB	13	ELK	20037	1541,31	1
1013GB	1013GB	10	GAS	6246	624,60	1
1013GC	1013GC	16	ELK	30831	1926,94	1
1013GC	1013GC	15	GAS	19205	1280,33	1
1013GD	1013GD	18	ELK	44856	2492,00	1
1013GD	1013GD	15	GAS	15776	1051,73	1
1013GE	1013GE	40	ELK	126168	3154,20	1
1013GE	1013GE	34	GAS	48544	1427,76	1
1013GG	1013GG	30	ELK	45860	1528,67	1
1013GG	1013GG	24	GAS	26049	1085,38	1
1013GH	1013GH	23	ELK	29673	1290,13	1
1013GH	1013GH	23	GAS	15249	663,00	1
1013GJ	1013GJ	16	ELK	24674	1542,13	1
1013GJ	1013GJ	16	GAS	11453	715,81	1
1013GK	1013GK	28	ELK	53871	1923,96	1
1013GK	1013GK	27	GAS	27297	1011,00	1
1013GL	1013GL	63	ELK	148619	2359,03	1
1013GL	1013GL	56	GAS	63885	1140,80	1
1013GM	1013GM	242	ELK	559967	2313,91	1
1013GM	1013GM	198	GAS	165876	837,76	1
1013GN	1013GN	37	ELK	72267	1953,16	1
1013GN	1013GN	32	GAS	36610	1144,06	1
1013GP	1013GP	22	ELK	35178	1599,00	1
1013GP	1013GP	21	GAS	15703	747,76	1
1013GR	1013GR	20	ELK	113515	5675,75	1
1013GR	1013GR	17	GAS	50100	2947,06	1
1013GS	1013GS	55	ELK	192493	3499,87	1
1013GS	1013GS	29	GAS	29923	1031,83	1
1013GT	1013GT	22	ELK	52861	2402,77	1
1013GT	1013GT	20	GAS	29132	1456,60	1
1013GV	1013GW	46	ELK	81154	1764,22	2
1013GV	1013GW	40	GAS	42203	1055,08	2
1013GX	1013GX	40	ELK	164496	4112,40	1
1013GX	1013GX	33	GAS	66451	2013,67	1
1013GZ	1013GZ	26	ELK	69015	2654,42	1
1013GZ	1013GZ	25	GAS	36669	1466,76	1
1013HA	1013HA	40	ELK	165047	4126,18	1
1013HA	1013HA	35	GAS	65200	1862,86	1
1013HB	1013HB	44	ELK	81689	1856,57	1
1013HB	1013HB	40	GAS	29781	744,53	1
1013HC	1013HC	45	ELK	123262	2739,16	1
1013HC	1013HC	36	GAS	56730	1575,83	1
1013HD	1013HD	40	ELK	114240	2856,00	1
1013HD	1013HD	31	GAS	44237	1427,00	1
1013HE	1013HE	109	ELK	265183	2432,87	1
1013HE	1013HE	92	GAS	104907	1140,29	1
1013HG	1013HG	61	ELK	196072	3214,30	1
1013HG	1013HG	52	GAS	77207	1484,75	1
