"AANSLUITINGEN_AANTAL	POSTCODE	POSTCODE_EIND	POSTCODE_AANTAL	PRODUCTSOORT	TYPE_AANSLUITING_MEEST_VOORKOMEND	TOT_E_INV	SJI GEMIDDELD"
"10	7333MG	7333MH	2	ELK	1x35	10443	1044.3"
"14	7333MJ	7333MK	2	ELK	1x35	8317	594.0714285714286"
"13	7333ML	7333ML	1	ELK	1x35	11800	907.6923076923077"
"11	7333MN	7333MP	2	ELK	1x35	6329	575.3636363636364"
"17	7333MR	7333MS	2	ELK	1x35	0	0.0"
"12	7333MT	7333MT	1	ELK	3x25	24111	2009.25"
"39	7333MV	7333MV	1	ELK	1x35	42372	1086.4615384615386"
"34	7333MX	7333MX	1	ELK	1x35	50572	1487.4117647058824"
"14	7333MZ	7333MZ	1	ELK	1x35	9946	710.4285714285714"
"20	7333NA	7333NA	1	ELK	1x35	5489	274.45"
"23	7333NB	7333NB	1	ELK	3x25	28697	1247.695652173913"
"14	7333NC	7333NC	1	ELK	3x25	20751	1482.2142857142858"
"15	7333ND	7333ND	1	ELK	3x25	7725	515.0"
"23	7333NE	7333NG	2	ELK	3x25	22466	976.7826086956521"
"17	7333NH	7333NH	1	ELK	3x25	26152	1538.3529411764705"
"95	7333NJ	7333NJ	1	ELK	3x25	74856	787.9578947368421"
"18	7333NK	7333NK	1	ELK	1x35	0	0.0"
"20	7333NL	7333NL	1	ELK	3x25	3673	183.65"
"42	7333NM	7333NN	2	ELK	3x25	21844	520.0952380952381"
"139	7333NP	7333NR	2	ELK	3x25	163671	1177.4892086330935"
"20	7333NS	7333NS	1	ELK	3x25	59405	2970.25"
"24	7333NT	7333NT	1	ELK	3x25	13038	543.25"
"22	7333NW	7333NW	1	ELK	3x25	5510	250.45454545454547"
"27	7333NX	7333NZ	2	ELK	3x35	19605	726.1111111111111"
"14	7333PA	7333PA	1	ELK	3x25	42146	3010.4285714285716"
"10	7333PB	7333PD	3	ELK	3x25	0	0.0"
"27	7333PE	7333ZA	3	ELK	1x35	6403	237.14814814814815"
"18	7333ZB	7333ZB	1	ELK	1x35	0	0.0"
"19	7333ZC	7333ZC	1	ELK	1x35	9	0.47368421052631576"
"23	7333ZD	7333ZD	1	ELK	1x35	30918	1344.2608695652175"
"22	7334AA	7334AA	1	ELK	1x35	43710	1986.8181818181818"
"14	7334AB	7334AB	1	ELK	1x35	13457	961.2142857142857"
"17	7334AC	7334AD	2	ELK	3x25	22020	1295.2941176470588"
"30	7334AE	7334AE	1	ELK	1x35	8337	277.9"
"27	7334AG	7334AH	2	ELK	3x25	28287	1047.6666666666667"
"14	7334AJ	7334AJ	1	ELK	1x35	19161	1368.642857142857"
"17	7334AK	7334AK	1	ELK	3x25	32736	1925.6470588235295"
"21	7334AL	7334AM	2	ELK	1x25	12395	590.2380952380952"
"16	7334AN	7334AN	1	ELK	1x25	0	0.0"
"15	7334AP	7334AP	1	ELK	1x25	0	0.0"
"14	7334AR	7334AR	1	ELK	1x25	0	0.0"
"21	7334AS	7334AS	1	ELK	1x35	28641	1363.857142857143"
"31	7334AT	7334AT	1	ELK	1x35	13909	448.6774193548387"
"11	7334AW	7334AW	1	ELK	1x35	14214	1292.1818181818182"
"18	7334AX	7334AX	1	ELK	1x35	16330	907.2222222222222"
"12	7334AZ	7334BA	2	ELK	1x35	9256	771.3333333333334"
"13	7334BB	7334BB	1	ELK	3x25	13700	1053.8461538461538"
"11	7334BC	7334BC	1	ELK	1x25	4313	392.09090909090907"
"17	7334BD	7334BD	1	ELK	3x25	26318	1548.1176470588234"
"25	7334BE	7334BG	2	ELK	1x35	41581	1663.24"
"10	7334BH	7334BH	1	ELK	1x35	5119	511.9"
"26	7334BJ	7334BJ	1	ELK	1x25	0	0.0"
"23	7334BK	7334BK	1	ELK	1x35	25504	1108.8695652173913"
"21	7334BL	7334BL	1	ELK	1x35	13064	622.0952380952381"
"18	7334BM	7334BM	1	ELK	1x25	0	0.0"
"17	7334BN	7334BN	1	ELK	1x25	2	0.11764705882352941"
"15	7334BP	7334BP	1	ELK	1x25	0	0.0"
"14	7334BR	7334BR	1	ELK	1x25	0	0.0"
"24	7334BS	7334BS	1	ELK	1x35	7881	328.375"
"27	7334BT	7334BT	1	ELK	1x35	21590	799.6296296296297"
"14	7334BV	7334BV	1	ELK	1x25	10891	777.9285714285714"
"15	7334BW	7334BX	2	ELK	1x35	15300	1020.0"
"27	7334BZ	7334CA	2	ELK	1x35	22807	844.7037037037037"
"15	7334CB	7334CB	1	ELK	3x25	15002	1000.1333333333333"
"23	7334CC	7334CC	1	ELK	1x35	29198	1269.4782608695652"
"18	7334CD	7334CD	1	ELK	1x35	3152	175.11111111111111"
"21	7334CE	7334CE	1	ELK	1x35	3383	161.0952380952381"
"10	7334CG	7334CG	1	ELK	1x35	0	0.0"
"21	7334CH	7334CH	1	ELK	3x25	39205	1866.904761904762"
"10	7334CJ	7334CJ	1	ELK	1x25	12212	1221.2"
"20	7334CM	7334CM	1	ELK	1x35	19704	985.2"
"18	7334CN	7334CN	1	ELK	1x35	37350	2075.0"
"17	7334CP	7334CP	1	ELK	1x35	21870	1286.4705882352941"
"34	7334CR	7334CR	1	ELK	1x35	44874	1319.8235294117646"
"12	7334CT	7334CT	1	ELK	1x35	22382	1865.1666666666667"
"22	7334CV	7334CZ	2	ELK	3x25	52235	2374.318181818182"
"22	7334DA	7334DA	1	ELK	3x25	11349	515.8636363636364"
"13	7334DB	7334DB	1	ELK	3x25	23440	1803.076923076923"
"25	7334DC	7334DC	1	ELK	3x25	76769	3070.76"
"33	7334DD	7334DD	1	ELK	3x25	71875	2178.030303030303"
"11	7334DE	7334DE	1	ELK	3x25	9845	895.0"
"60	7334DG	7334DG	1	ELK	3x25	78747	1312.45"
"16	7334DH	7334DH	1	ELK	3x25	28917	1807.3125"
"19	7334DJ	7334DJ	1	ELK	3x25	23537	1238.7894736842106"
"29	7334DL	7334DM	2	ELK	3x25	53529	1845.8275862068965"
"14	7334DN	7334DN	1	ELK	3x25	31045	2217.5"
"32	7334DP	7334DR	2	ELK	3x25	30210	944.0625"
"22	7334DS	7334DX	4	ELK	3x25	30114	1368.8181818181818"
"54	7334DZ	7335AA	2	ELK	1x35	14274	264.3333333333333"
"21	7335AB	7335AB	1	ELK	1x35	32602	1552.4761904761904"
"18	7335AC	7335AC	1	ELK	3x25	28723	1595.7222222222222"
"41	7335AD	7335AD	1	ELK	1x35	13205	322.0731707317073"
"29	7335AE	7335AE	1	ELK	1x35	0	0.0"
"28	7335AG	7335AG	1	ELK	1x35	29776	1063.4285714285713"
"20	7335AH	7335AH	1	ELK	1x35	2655	132.75"
"22	7335AJ	7335AJ	1	ELK	1x35	0	0.0"
"23	7335AK	7335AK	1	ELK	1x35	12083	525.3478260869565"
"22	7335AL	7335AL	1	ELK	1x35	2253	102.4090909090909"
"25	7335AM	7335AM	1	ELK	1x35	0	0.0"
"25	7335AN	7335AN	1	ELK	1x35	10900	436.0"
"29	7335AP	7335AP	1	ELK	1x35	21518	742.0"
"15	7335AR	7335AR	1	ELK	1x35	10300	686.6666666666666"
"11	7335AS	7335AS	1	ELK	1x35	10797	981.5454545454545"
"34	7335AT	7335AT	1	ELK	1x35	0	0.0"
"23	7335AW	7335AW	1	ELK	1x35	10348	449.9130434782609"
"23	7335AX	7335AX	1	ELK	1x35	8513	370.1304347826087"
"21	7335AZ	7335AZ	1	ELK	1x35	2	0.09523809523809523"
"18	7335BA	7335BB	2	ELK	3x25	16872	937.3333333333334"
"21	7335BC	7335BD	2	ELK	1x35	44278	2108.4761904761904"
"18	7335BJ	7335BJ	1	ELK	1x35	28586	1588.111111111111"
"20	7335BK	7335BM	2	ELK	1x35	26318	1315.9"
"12	7335BP	7335BP	1	ELK	3x25	23886	1990.5"
"27	7335BR	7335BR	1	ELK	1x35	603	22.333333333333332"
"32	7335CC	7335CC	1	ELK	1x35	24809	775.28125"
"18	7335CD	7335CD	1	ELK	1x35	12631	701.7222222222222"
"28	7335CE	7335CE	1	ELK	1x35	26260	937.8571428571429"
"12	7335CG	7335CG	1	ELK	3x25	7934	661.1666666666666"
"18	7335CH	7335CH	1	ELK	3x25	12710	706.1111111111111"
"11	7335CJ	7335CJ	1	ELK	1x35	12591	1144.6363636363637"
"16	7335CK	7335CK	1	ELK	1x35	18900	1181.25"
"32	7335CL	7335CM	2	ELK	1x35	45618	1425.5625"
"15	7335CN	7335CN	1	ELK	1x35	31101	2073.4"
"18	7335CP	7335CP	1	ELK	3x25	25255	1403.0555555555557"
"29	7335CR	7335CS	2	ELK	1x35	19702	679.3793103448276"
"23	7335CT	7335CV	2	ELK	1x35	24465	1063.695652173913"
"12	7335CW	7335CW	1	ELK	3x25	12669	1055.75"
"22	7335CX	7335CZ	2	ELK	3x25	24222	1101.0"
"15	7335DA	7335DA	1	ELK	3x25	21628	1441.8666666666666"
"19	7335DB	7335DB	1	ELK	3x25	45897	2415.6315789473683"
"14	7335DC	7335DC	1	ELK	1x35	8228	587.7142857142857"
"11	7335DD	7335DE	2	ELK	1x35	7905	718.6363636363636"
"11	7335DG	7335DG	1	ELK	1x35	11218	1019.8181818181819"
"13	7335DH	7335DJ	2	ELK	1x35	9188	706.7692307692307"
"17	7335DK	7335DK	1	ELK	1x35	16045	943.8235294117648"
"17	7335DL	7335DL	1	ELK	1x35	12449	732.2941176470588"
"27	7335DM	7335DN	2	ELK	3x25	8133	301.22222222222223"
"15	7335DP	7335DP	1	ELK	1x35	15480	1032.0"
"23	7335DR	7335DR	1	ELK	3x25	7251	315.2608695652174"
"12	7335DS	7335DS	1	ELK	1x35	667	55.583333333333336"
"15	7335DT	7335DT	1	ELK	1x35	29171	1944.7333333333333"
"49	7335DV	7335DV	1	ELK	1x35	23916	488.0816326530612"
"14	7335DW	7335DW	1	ELK	1x35	16368	1169.142857142857"
"12	7335DX	7335DZ	2	ELK	1x35	10643	886.9166666666666"
"10	7335EA	7335EB	2	ELK	1x35	12112	1211.2"
"18	7335EC	7335ED	2	ELK	1x35	22405	1244.7222222222222"
"52	7335EE	7335EH	3	ELK	3x25	34894	671.0384615384615"
"13	7335EJ	7335EK	2	ELK	1x35	27680	2129.230769230769"
"16	7335EL	7335EL	1	ELK	1x35	16261	1016.3125"
"16	7335EM	7335EM	1	ELK	1x35	20297	1268.5625"
"10	7335EN	7335EP	2	ELK	1x35	0	0.0"
"11	7335ER	7335ER	1	ELK	1x35	0	0.0"
"26	7335ES	7335ET	2	ELK	1x35	17507	673.3461538461538"
"14	7335EV	7335EV	1	ELK	1x35	9068	647.7142857142857"
"17	7335EW	7335EX	2	ELK	1x35	14796	870.3529411764706"
"17	7335EZ	7335EZ	1	ELK	1x35	7646	449.7647058823529"
"17	7335GA	7335GA	1	ELK	1x35	20761	1221.235294117647"
"17	7335GB	7335GB	1	ELK	1x35	17200	1011.7647058823529"
"16	7335GC	7335GC	1	ELK	1x35	19502	1218.875"
"16	7335GD	7335GD	1	ELK	1x35	17617	1101.0625"
"13	7335GE	7335GG	2	ELK	1x35	7672	590.1538461538462"
"14	7335GH	7335GH	1	ELK	1x35	14396	1028.2857142857142"
"24	7335GJ	7335GJ	1	ELK	1x35	15885	661.875"
"16	7335GK	7335GK	1	ELK	1x35	15157	947.3125"
"17	7335GL	7335GL	1	ELK	1x35	17791	1046.5294117647059"
"16	7335GM	7335GM	1	ELK	1x35	11894	743.375"
"17	7335GN	7335GN	1	ELK	1x35	14082	828.3529411764706"
"13	7335GP	7335GP	1	ELK	1x35	26123	2009.4615384615386"
"35	7335GR	7335GR	1	ELK	3x25	10058	287.37142857142857"
"36	7335GS	7335GS	1	ELK	3x25	60249	1673.5833333333333"
"37	7335GT	7335GT	1	ELK	1x35	23154	625.7837837837837"
"15	7335GV	7335GW	2	ELK	1x35	4657	310.46666666666664"
"11	7335GX	7335GX	1	ELK	1x35	7116	646.9090909090909"
"20	7335HA	7335HB	2	ELK	1x35	27133	1356.65"
"27	7335HC	7335HC	1	ELK	1x35	31436	1164.2962962962963"
"17	7335HD	7335HD	1	ELK	1x35	13311	783.0"
"23	7335HE	7335HE	1	ELK	1x35	24932	1084.0"
"14	7335JB	7335JB	1	ELK	3x25	22943	1638.7857142857142"
"29	7335JC	7335JC	1	ELK	1x35	43264	1491.8620689655172"
"33	7335JD	7335JD	1	ELK	1x35	55228	1673.5757575757575"
"77	7335JE	7335JE	1	ELK	1x35	68046	883.7142857142857"
"12	7335JG	7335JG	1	ELK	3x25	21150	1762.5"
"27	7335JH	7335JJ	2	ELK	3x25	55254	2046.4444444444443"
"13	7335JK	7335JK	1	ELK	1x35	16918	1301.3846153846155"
"21	7335JL	7335JL	1	ELK	3x25	20370	970.0"
"23	7335JM	7335JM	1	ELK	3x25	38239	1662.5652173913043"
"23	7335JN	7335JN	1	ELK	3x25	63145	2745.4347826086955"
"15	7335JP	7335JP	1	ELK	3x25	8667	577.8"
"21	7335JR	7335JR	1	ELK	3x25	31829	1515.6666666666667"
"18	7335JS	7335JS	1	ELK	1x35	31258	1736.5555555555557"
"15	7335JT	7335JT	1	ELK	3x25	14429	961.9333333333333"
"20	7335JV	7335KA	2	ELK	1x35	8878	443.9"
"17	7335KB	7335KB	1	ELK	1x35	14396	846.8235294117648"
"11	7335KC	7335KC	1	ELK	1x35	0	0.0"
"20	7335KD	7335KD	1	ELK	1x35	0	0.0"
"20	7335KE	7335KG	2	ELK	1x35	3033	151.65"
"51	7335KH	7335KH	1	ELK	1x35	7980	156.47058823529412"
"16	7335KJ	7335KJ	1	ELK	1x35	7993	499.5625"
"19	7335KK	7335KK	1	ELK	1x35	13281	699.0"
"18	7335KL	7335KL	1	ELK	1x35	9574	531.8888888888889"
"22	7335KM	7335KM	1	ELK	1x35	18643	847.4090909090909"
"14	7335KN	7335KN	1	ELK	1x35	10587	756.2142857142857"
"27	7335KP	7335KP	1	ELK	1x35	14275	528.7037037037037"
"13	7335KR	7335LA	2	ELK	1x35	15244	1172.6153846153845"
"16	7335LB	7335LB	1	ELK	1x35	7190	449.375"
"16	7335LC	7335LC	1	ELK	1x35	14655	915.9375"
"20	7335LD	7335LE	2	ELK	1x35	10093	504.65"
"15	7335LG	7335LG	1	ELK	1x35	13926	928.4"
"17	7335LH	7335LH	1	ELK	1x35	27988	1646.3529411764705"
"20	7335LJ	7335LJ	1	ELK	1x35	21612	1080.6"
"12	7335LK	7335LK	1	ELK	1x35	8049	670.75"
"16	7335LL	7335LL	1	ELK	1x35	24529	1533.0625"
"14	7335LM	7335LM	1	ELK	1x35	12617	901.2142857142857"
"20	7335LN	7335LN	1	ELK	1x35	0	0.0"
"20	7335LP	7335LP	1	ELK	1x35	25801	1290.05"
"14	7335LR	7335LR	1	ELK	1x35	16869	1204.9285714285713"
"10	7335LS	7335LS	1	ELK	1x35	14786	1478.6"
"23	7335LT	7335LV	2	ELK	1x35	17863	776.6521739130435"
"21	7335MA	7335MB	2	ELK	1x35	18895	899.7619047619048"
"15	7335MC	7335MC	1	ELK	1x35	4353	290.2"
"10	7335MD	7335MD	1	ELK	1x35	14184	1418.4"
"12	7335ME	7335ME	1	ELK	1x35	8217	684.75"
"15	7335MG	7335MJ	2	ELK	1x35	16756	1117.0666666666666"
"14	7335MK	7335MK	1	ELK	1x35	22271	1590.7857142857142"
"17	7335PB	7335PC	2	ELK	1x35	23644	1390.8235294117646"
"16	7335PD	7335PD	1	ELK	1x35	26903	1681.4375"
"11	7335PG	7335PG	1	ELK	1x35	13354	1214.0"
"19	7335PH	7335PH	1	ELK	1x35	32989	1736.2631578947369"
"14	7335PK	7335PK	1	ELK	3x25	9613	686.6428571428571"
"16	7335PL	7335PL	1	ELK	1x35	16953	1059.5625"
"19	7335PM	7335PM	1	ELK	1x35	21694	1141.7894736842106"
"19	7335PN	7335PN	1	ELK	1x35	15922	838.0"
"29	7335PP	7335PP	1	ELK	1x35	31085	1071.896551724138"
"20	7335PR	7335PR	1	ELK	1x35	29808	1490.4"
"20	7336AA	7336AB	2	ELK	3x25	33496	1674.8"
"35	7336AC	7336AD	2	ELK	3x25	20609	588.8285714285714"
"25	7336AE	7336AE	1	ELK	3x25	38665	1546.6"
"19	7336AG	7336AG	1	ELK	3x25	48315	2542.8947368421054"
"10	7336AH	7336AJ	2	ELK	1x35	1602	160.2"
"18	7336AK	7336AM	3	ELK	3x35	62839	3491.0555555555557"
"24	7336AP	7336AR	2	ELK	3x80	0	0.0"
"33	7336AS	7336AS	1	ELK	3x25	35745	1083.1818181818182"
"15	7336AT	7336AT	1	ELK	3x25	0	0.0"
"25	7336AW	7336AZ	3	ELK	3x25	0	0.0"
"14	7336BA	7336BB	2	ELK	3x63	31281	2234.3571428571427"
"31	7339AA	7339AA	1	ELK	1x35	66383	2141.3870967741937"
"22	7339AB	7339AB	1	ELK	1x35	45003	2045.590909090909"
"20	7339AD	7339AD	1	ELK	1x35	30505	1525.25"
"21	7339AE	7339AE	1	ELK	1x35	28688	1366.095238095238"
"27	7339AG	7339AG	1	ELK	1x35	13721	508.18518518518516"
"39	7339AH	7339AH	1	ELK	1x35	48563	1245.2051282051282"
"13	7339AJ	7339AK	2	ELK	3x25	22047	1695.923076923077"
"11	7339AL	7339AM	2	ELK	3x25	14428	1311.6363636363637"
"18	7339AN	7339AP	2	ELK	1x35	18701	1038.9444444444443"
"21	7339AR	7339AR	1	ELK	1x35	17146	816.4761904761905"
"14	7339AS	7339AS	1	ELK	1x35	23114	1651.0"
"23	7339AT	7339AT	1	ELK	1x35	36423	1583.608695652174"
"46	7339AV	7339AW	2	ELK	1x35	54790	1191.0869565217392"
"18	7339AX	7339AX	1	ELK	3x25	15758	875.4444444444445"
"18	7339BA	7339BB	2	ELK	1x35	26326	1462.5555555555557"
"10	7339BC	7339BC	1	ELK	3x25	14912	1491.2"
"22	7339BD	7339BE	2	ELK	3x25	50792	2308.7272727272725"
"13	7339BG	7339BH	2	ELK	3x25	12354	950.3076923076923"
"16	7339BJ	7339BK	2	ELK	3x25	26081	1630.0625"
"14	7339BL	7339BM	2	ELK	3x25	26225	1873.2142857142858"
"10	7339BN	7339BN	1	ELK	1x35	1319	131.9"
"18	7339BP	7339BP	1	ELK	3x25	30201	1677.8333333333333"
"25	7339BR	7339BR	1	ELK	1x35	24626	985.04"
"14	7339BS	7339BS	1	ELK	1x35	19530	1395.0"
"17	7339BT	7339BT	1	ELK	3x25	22973	1351.3529411764705"
"11	7339BV	7339BV	1	ELK	3x25	17903	1627.5454545454545"
"15	7339BW	7339BW	1	ELK	1x35	0	0.0"
"10	7339BX	7339BX	1	ELK	3x25	4936	493.6"
"15	7339BZ	7339BZ	1	ELK	1x35	0	0.0"
"17	7339CA	7339CA	1	ELK	1x35	4350	255.88235294117646"
"25	7339CB	7339CC	2	ELK	1x35	20985	839.4"
"29	7339CD	7339CE	2	ELK	1x35	17860	615.8620689655172"
"23	7339CG	7339CG	1	ELK	3x25	51151	2223.9565217391305"
"51	7339CH	7339CH	1	ELK	3x25	70325	1378.921568627451"
"11	7339CJ	7339CJ	1	ELK	1x25	12600	1145.4545454545455"
"23	7339CK	7339CK	1	ELK	3x25	24979	1086.0434782608695"
"16	7339CL	7339CL	1	ELK	3x25	33184	2074.0"
"45	7339CM	7339CM	1	ELK	1x35	58302	1295.6"
"23	7339CN	7339CN	1	ELK	1x35	21470	933.4782608695652"
"20	7339CP	7339CP	1	ELK	1x35	16748	837.4"
"38	7339CR	7339CR	1	ELK	1x35	35133	924.5526315789474"
"47	7339CS	7339CS	1	ELK	1x35	47051	1001.0851063829788"
"13	7339CT	7339CT	1	ELK	3x25	16396	1261.2307692307693"
"22	7339CZ	7339DA	2	ELK	1x35	8687	394.8636363636364"
"10	7339DB	7339DB	1	ELK	1x35	4258	425.8"
"16	7339DC	7339DC	1	ELK	1x35	6555	409.6875"
"16	7339DD	7339DD	1	ELK	1x35	25168	1573.0"
"24	7339DE	7339DE	1	ELK	1x35	7949	331.2083333333333"
"11	7339DG	7339DH	2	ELK	3x25	32120	2920.0"
"19	7339DJ	7339DK	2	ELK	3x25	24625	1296.0526315789473"
"15	7339DL	7339DL	1	ELK	1x35	22753	1516.8666666666666"
"14	7339DM	7339DM	1	ELK	1x35	24335	1738.2142857142858"
"12	7339DN	7339DN	1	ELK	3x25	18184	1515.3333333333333"
"14	7339DP	7339DP	1	ELK	3x25	14577	1041.2142857142858"
"17	7339DR	7339DR	1	ELK	1x35	11455	673.8235294117648"
"17	7339DS	7339DS	1	ELK	1x35	14383	846.0588235294117"
"10	7339DT	7339DT	1	ELK	3x25	9943	994.3"
"18	7339DV	7339DV	1	ELK	1x35	1507	83.72222222222223"
"12	7339DW	7339DW	1	ELK	1x25	16801	1400.0833333333333"
"10	7339DX	7339DX	1	ELK	1x35	12048	1204.8"
"13	7339EA	7339EA	1	ELK	3x25	22288	1714.4615384615386"
"32	7339EB	7339EC	2	ELK	3x25	47851	1495.34375"
"20	7339ED	7339ED	1	ELK	3x25	52656	2632.8"
"31	7339EE	7339EG	2	ELK	3x25	62573	2018.483870967742"
"12	7339EH	7339EH	1	ELK	3x25	16263	1355.25"
"21	7339EJ	7339EJ	1	ELK	3x25	39134	1863.5238095238096"
"46	7339EK	7339EK	1	ELK	3x25	77364	1681.8260869565217"
"18	7339EL	7339EL	1	ELK	3x25	29244	1624.6666666666667"
"13	7339EM	7339EN	2	ELK	3x25	23464	1804.923076923077"
"13	7339EP	7339ER	2	ELK	3x25	8499	653.7692307692307"
"11	7339ES	7339ES	1	ELK	3x25	13506	1227.8181818181818"
"30	7339ET	7339EV	2	ELK	1x35	9893	329.76666666666665"
"11	7339EW	7339EW	1	ELK	1x35	15962	1451.090909090909"
"15	7339EX	7339EX	1	ELK	1x35	16396	1093.0666666666666"
"51	7339EZ	7339EZ	1	ELK	3x25	153711	3013.9411764705883"
"16	7339GA	7339GA	1	ELK	3x25	34615	2163.4375"
"18	7339GB	7339GB	1	ELK	3x25	27621	1534.5"
"13	7339GC	7339GD	2	ELK	3x25	16997	1307.4615384615386"
"16	7339GE	7339GE	1	ELK	3x25	23508	1469.25"
"24	7339GG	7339GH	2	ELK	3x25	36793	1533.0416666666667"
"24	7339GJ	7339GM	3	ELK	1x25	9003	375.125"
"16	7339GN	7339GN	1	ELK	1x35	0	0.0"
"16	7339GP	7339GP	1	ELK	1x35	9305	581.5625"
"20	7339GR	7339GT	3	ELK	3x25	16581	829.05"
"23	7339GV	7339HA	4	ELK	3x25	37496	1630.2608695652175"
"19	7339HB	7339HB	1	ELK	1x35	13229	696.2631578947369"
"10	7339HC	7339HC	1	ELK	1x35	13787	1378.7"
"25	7339HD	7339HD	1	ELK	3x25	27944	1117.76"
"18	7339HE	7339HE	1	ELK	3x25	14248	791.5555555555555"
"12	7339HG	7339HG	1	ELK	3x25	36498	3041.5"
"18	7339HK	7339HK	1	ELK	3x25	14528	807.1111111111111"
"22	7339HL	7339HL	1	ELK	1x35	16920	769.0909090909091"
"10	7339HM	7339HM	1	ELK	3x25	9704	970.4"
"16	7339HN	7339HN	1	ELK	3x25	26097	1631.0625"
"29	7339HP	7339HS	2	ELK	3x25	42928	1480.2758620689656"
"26	7339HT	7339HT	1	ELK	1x35	20291	780.4230769230769"
"29	7339HV	7339HV	1	ELK	1x35	57556	1984.6896551724137"
"19	7339HW	7339HW	1	ELK	1x35	31090	1636.3157894736842"
"12	7339HX	7339HX	1	ELK	1x35	20773	1731.0833333333333"
"38	7339HZ	7339JA	2	ELK	3x25	86110	2266.0526315789475"
"20	7339JB	7339JB	1	ELK	3x25	31992	1599.6"
"22	7339JC	7339JC	1	ELK	3x25	45470	2066.818181818182"
"16	7339JD	7339JD	1	ELK	1x35	19290	1205.625"
"21	7339JE	7339JE	1	ELK	1x35	21776	1036.952380952381"
"21	7339JG	7339JH	2	ELK	1x35	26659	1269.4761904761904"
"24	7339JJ	7339JK	2	ELK	1x35	23130	963.75"
"17	7339JL	7339JL	1	ELK	1x35	22344	1314.3529411764705"
"21	7339KA	7339KA	1	ELK	1x35	15383	732.5238095238095"
"23	7339KB	7339KB	1	ELK	1x35	7095	308.4782608695652"
"23	7339KC	7339KC	1	ELK	1x35	24986	1086.3478260869565"
"22	7339KD	7339KD	1	ELK	1x35	17335	787.9545454545455"
"16	7339KE	7339KE	1	ELK	1x35	10346	646.625"
"22	7339KG	7339KH	2	ELK	1x35	22606	1027.5454545454545"
"20	7339KJ	7339KK	2	ELK	1x35	15638	781.9"
"22	7339KL	7339KL	1	ELK	1x35	25362	1152.8181818181818"
"22	7339KM	7339KM	1	ELK	1x35	6953	316.04545454545456"
"24	7339KP	7339KR	2	ELK	1x35	51036	2126.5"
"15	7339KS	7339KS	1	ELK	1x35	19225	1281.6666666666667"
"19	7339KT	7339KT	1	ELK	1x35	2964	156.0"
"12	7339KV	7339KV	1	ELK	1x35	8963	746.9166666666666"
"27	7339KW	7339KW	1	ELK	1x35	53393	1977.5185185185185"
"20	7339LA	7339LA	1	ELK	1x35	34659	1732.95"
"25	7339LB	7339LB	1	ELK	1x35	10792	431.68"
"17	7339LC	7339LC	1	ELK	1x35	9112	536.0"
"15	7339LD	7339LD	1	ELK	1x35	21763	1450.8666666666666"
"20	7339LE	7339LE	1	ELK	1x35	46245	2312.25"
"14	7339LG	7339LG	1	ELK	1x35	8301	592.9285714285714"
"37	7339LH	7339LH	1	ELK	3x25	22092	597.081081081081"
"23	7339LJ	7339LJ	1	ELK	1x35	47183	2051.4347826086955"
"14	7339LK	7339LK	1	ELK	1x35	24363	1740.2142857142858"
"24	7339LM	7339LM	1	ELK	3x25	12704	529.3333333333334"
"23	7339LN	7339LN	1	ELK	1x35	38972	1694.4347826086957"
"12	7339LX	7339LZ	2	ELK	1x35	22878	1906.5"
"25	7339MA	7339MA	1	ELK	1x35	2382	95.28"
"21	7339MB	7339MB	1	ELK	1x35	23067	1098.4285714285713"
"19	7339MC	7339MC	1	ELK	1x35	38432	2022.7368421052631"
"13	7339MD	7339MD	1	ELK	1x35	0	0.0"
"11	7339ME	7339ME	1	ELK	1x35	2724	247.63636363636363"
"10	7339MG	7339MG	1	ELK	1x35	0	0.0"
"24	7339MH	7339MH	1	ELK	1x35	21861	910.875"
"53	7339MJ	7339MJ	1	ELK	3x25	22345	421.60377358490564"
"25	7341AA	7341AB	2	ELK	3x25	54842	2193.68"
"14	7341AC	7341AK	2	ELK	3x25	41854	2989.5714285714284"
"20	7341PA	7341PA	1	ELK	3x25	78829	3941.45"
"33	7341PB	7341PB	1	ELK	3x25	79335	2404.090909090909"
"24	7341PC	7341PC	1	ELK	3x25	76577	3190.7083333333335"
"34	7341PD	7341PD	1	ELK	3x25	182146	5357.235294117647"
"18	7341PE	7341PG	2	ELK	3x25	75910	4217.222222222223"
"10	7341PH	7341PH	1	ELK	3x25	8368	836.8"
"11	7341PJ	7341PJ	1	ELK	3x25	95663	8696.636363636364"
"19	7341PK	7341PL	2	ELK	3x25	75692	3983.7894736842104"
"24	7341PM	7341PM	1	ELK	3x25	98275	4094.7916666666665"
"23	7341PN	7341PN	1	ELK	3x25	81255	3532.8260869565215"
"19	7341PP	7341PR	2	ELK	3x25	68886	3625.5789473684213"
"20	7341PS	7341PS	1	ELK	3x25	60128	3006.4"
"10	7341PT	7341PT	1	ELK	3x25	88378	8837.8"
"17	7341PV	7341PW	2	ELK	3x25	28544	1679.0588235294117"
"15	7341SB	7341SB	1	ELK	3x25	41288	2752.5333333333333"
"15	7341SE	7341SG	2	ELK	3x25	21599	1439.9333333333334"
"31	7341SH	7341SH	1	ELK	3x25	152817	4929.580645161291"
"13	7341SJ	7341SJ	1	ELK	3x25	37106	2854.3076923076924"
"24	7345AA	7345AA	1	ELK	1x35	53752	2239.6666666666665"
